"name"	"taxRank"	"taxID"	"Max"	"C4.16S.txt.cladeReads.."	"lineage"
"Weissella><wbr>Weissella hellenica"	"S"	46256	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Lactobacillaceae>Weissella"
"Enterococcaceae><wbr>Enterococcus"	"G"	1350	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae"
"Enterococcus casseliflavus"	"S"	37734	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus ratti"	"S"	150033	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus asini"	"S"	57732	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus canis"	"S"	214095	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Aerococcaceae><wbr>Aerococcus><wbr>Aerococcus urinae"	"S"	1376	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcaceae><wbr>Aerococcus><wbr>Aerococcus christensenii"	"S"	87541	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Aerococcaceae><wbr>Abiotrophia><wbr>Abiotrophia defectiva"	"S"	46125	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Lactobacillales>Aerococcaceae>Abiotrophia"
"Bacillales"	"O"	1385	0.3802	0.3802	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli"
"Staphylococcaceae"	"F"	90964	0.1672	0.1672	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales"
"Staphylococcus"	"G"	1279	0.1541	0.1541	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae"
"Staphylococcus warneri"	"S"	1292	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simiae><wbr>Staphylococcus simiae CCM 7213 = CCUG 51256"	"-"	911238	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;simiae"
"Staphylococcus capitis"	"S"	29388	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus auricularis"	"S"	29379	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus piscifermentans"	"S"	70258	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus devriesei"	"S"	586733	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus massiliensis><wbr>Staphylococcus massiliensis CCUG 55927"	"-"	1189613	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;massiliensis"
"Staphylococcus simulans"	"S"	1286	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus nepalensis"	"S"	214473	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus epidermidis"	"S"	1282	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Salinicoccus"	"G"	45669	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus amylolyticus"	"S"	1671557	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Staphylococcaceae>Salinicoccus"
"Bacillaceae"	"F"	186817	0.07539	0.07539	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales"
"Ornithinibacillus><wbr>Ornithinibacillus heyuanensis"	"S"	1392876	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Ornithinibacillus"
"Bacillus><wbr>Bacillus massiliglaciei"	"S"	1816693	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus><wbr>Bacillus cereus group><wbr>Bacillus pseudomycoides"	"S"	64104	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group"
"Bacillus><wbr>Bacillus salipaludis"	"S"	2547811	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Anaerobacillus><wbr>Anaerobacillus arseniciselenatis"	"S"	85682	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Anaerobacillus"
"Anaerobacillus><wbr>Anaerobacillus alkalilacustris"	"S"	393763	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Anaerobacillus"
"Neobacillus"	"G"	2675232	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae"
"Neobacillus sedimentimangrovi"	"S"	2699460	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Neobacillus"
"Neobacillus mesonae"	"S"	1193713	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Neobacillus"
"Aquisalibacillus><wbr>Aquisalibacillus elongatus"	"S"	485577	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Aquisalibacillus"
"Lysinibacillus><wbr>Lysinibacillus fusiformis"	"S"	28031	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Psychrobacillus><wbr>Psychrobacillus insolitus"	"S"	1461	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Psychrobacillus"
"Paucisalibacillus><wbr>Paucisalibacillus globulus"	"S"	351095	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillaceae>Paucisalibacillus"
"Bacillales incertae sedis><wbr>Bacillales Family XI. Incertae Sedis><wbr>Gemella"	"G"	1378	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis"
"Gemella morbillorum"	"S"	29391	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis>Gemella"
"Gemella sanguinis"	"S"	84135	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis>Gemella"
"Gemella haemolysans"	"S"	1379	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis>Gemella"
"Gemella asaccharolytica"	"S"	502393	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis>Gemella"
"Gemella parahaemolysans"	"S"	1179782	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XI.&nbsp;Incertae&nbsp;Sedis>Gemella"
"Paenibacillaceae><wbr>Paenibacillus"	"G"	44249	0.02622	0.02622	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae"
"Paenibacillus curdlanolyticus"	"S"	59840	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus brasilensis"	"S"	128574	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus albicereus"	"S"	2726185	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillaceae><wbr>Cohnella><wbr>Cohnella ferri"	"S"	422290	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Paenibacillaceae>Cohnella"
"Alicyclobacillaceae><wbr>Tumebacillus><wbr>Tumebacillus luteolus"	"S"	1616821	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Alicyclobacillaceae>Tumebacillus"
"Planococcaceae><wbr>Planomicrobium><wbr>Planomicrobium okeanokoites"	"S"	244	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planomicrobium"
"Planococcaceae><wbr>Planococcus><wbr>Planococcus maitriensis"	"S"	221799	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Thermoactinomycetaceae><wbr>Marininema><wbr>Marininema halotolerans"	"S"	1155944	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacilli>Bacillales>Thermoactinomycetaceae>Marininema"
"Erysipelotrichia><wbr>...><wbr>[Clostridium] innocuum"	"S"	1522	0.2229	0.2229	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Coprobacillaceae>Thomasclavelia"
"Erysipelotrichia><wbr>...><wbr>Thomasclavelia ramosa"	"S"	1547	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Coprobacillaceae>Thomasclavelia"
"Erysipelotrichia><wbr>...><wbr>Sharpea"	"G"	519427	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Coprobacillaceae"
"Erysipelotrichia><wbr>Erysipelotrichales><wbr>Erysipelotrichaceae"	"F"	128827	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales"
"Erysipelothrix><wbr>Erysipelothrix piscisicarius"	"S"	2485784	0.0295	0.0295	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae>Erysipelothrix"
"Breznakia><wbr>Breznakia blatticola"	"S"	1754012	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae>Breznakia"
"Longicatena><wbr>Longicatena caecimuris"	"S"	1796635	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae>Longicatena"
"Tissierellia><wbr>...><wbr>Anaerococcus nagyae"	"S"	1755241	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Tissierellia><wbr>...><wbr>Anaerococcus ihuae"	"S"	2899519	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Tissierellia><wbr>...><wbr>Anaerococcus vaginalis"	"S"	33037	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Tissierellia><wbr>...><wbr>Anaerococcus rubeinfantis"	"S"	1720199	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Tissierellia><wbr>...><wbr>Finegoldia magna"	"S"	1260	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Finegoldia"
"Tissierellia><wbr>...><wbr>Parvimonas micra"	"S"	33033	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae>Parvimonas"
"Bacillota sensu stricto incertae sedis><wbr>Negativibacillus><wbr>Negativibacillus massiliensis"	"S"	1871035	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Bacillota&nbsp;sensu&nbsp;stricto&nbsp;incertae&nbsp;sedis>Negativibacillus"
"Actinomycetota><wbr>Actinomycetes"	"C"	1760	1.413	1.413	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota"
"Propionibacteriales><wbr>Propionibacteriaceae"	"F"	31957	1.052	1.052	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales"
"Cutibacterium"	"G"	1912216	1.016	1.016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium acnes"	"S"	1747	0.7539	0.7539	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Cutibacterium acnes subsp. elongatum"	"-"	1734926	0.05572	0.05572	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium>Cutibacterium&nbsp;acnes"
"Cutibacterium granulosum><wbr>Cutibacterium granulosum DSM 20700"	"-"	1160719	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium>Cutibacterium&nbsp;granulosum"
"Cutibacterium modestum"	"S"	2559073	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Cutibacterium namnetense"	"S"	1574624	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Cutibacterium porci"	"S"	2605781	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Cutibacterium"
"Arachnia><wbr>Arachnia propionica"	"S"	1750	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Arachnia"
"Acidipropionibacterium><wbr>Acidipropionibacterium microaerophilum"	"S"	118367	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Acidipropionibacterium"
"Raineyella><wbr>Raineyella antarctica"	"S"	1577474	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae>Raineyella"
"Propionibacteriales><wbr>...><wbr>Nocardioides islandensis"	"S"	433663	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Propionibacteriales><wbr>...><wbr>Nocardioides pacificus"	"S"	1343103	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Propionibacteriales><wbr>...><wbr>Nocardioides litoris"	"S"	1926648	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Nocardioides"
"Propionibacteriales><wbr>...><wbr>Marmoricola endophyticus"	"S"	2040280	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Propionibacteriales>Nocardioidaceae>Marmoricola"
"Micrococcales"	"O"	85006	0.1475	0.1475	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes"
"Intrasporangiaceae><wbr>...><wbr>Intrasporangium oryzae NRRL B-24470"	"-"	1386089	0.04261	0.04261	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Intrasporangium>Intrasporangium&nbsp;oryzae"
"Microbacteriaceae><wbr>Microbacterium"	"G"	33882	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Microbacterium hominis"	"S"	162426	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium faecale"	"S"	1804630	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacteriaceae><wbr>Gulosibacter><wbr>Gulosibacter chungangensis"	"S"	979746	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Gulosibacter"
"Microbacteriaceae><wbr>Leifsonia><wbr>Leifsonia bigeumensis"	"S"	433643	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Leifsonia"
"Microbacteriaceae><wbr>Agromyces><wbr>Agromyces rhizosphaerae"	"S"	88374	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Agromyces"
"Micrococcaceae"	"F"	1268	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Pseudarthrobacter><wbr>Pseudarthrobacter niigatensis"	"S"	369935	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Arthrobacter><wbr>Arthrobacter ginsengisoli"	"S"	1356565	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Arthrobacter"
"Rothia><wbr>Rothia dentocariosa><wbr>Rothia dentocariosa ATCC 17931"	"-"	762948	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Rothia>Rothia&nbsp;dentocariosa"
"Sinomonas><wbr>Sinomonas mesophila"	"S"	1531955	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Sinomonas"
"Micrococcus><wbr>Micrococcus aloeverae"	"S"	1391911	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Micrococcaceae>Micrococcus"
"Kytococcaceae><wbr>Kytococcus><wbr>Kytococcus schroeteri"	"S"	138300	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Kytococcaceae>Kytococcus"
"Ornithinimicrobiaceae><wbr>Ornithinimicrobium><wbr>Ornithinimicrobium algicola"	"S"	1671577	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Ornithinimicrobiaceae>Ornithinimicrobium"
"Dermatophilaceae><wbr>Kineosphaera><wbr>Kineosphaera nakaumiensis"	"S"	1214492	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermatophilaceae>Kineosphaera"
"Brevibacteriaceae><wbr>Brevibacterium><wbr>Brevibacterium profundi"	"S"	2761954	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Dermabacteraceae><wbr>Dermabacter><wbr>Dermabacter hominis"	"S"	36740	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermabacteraceae>Dermabacter"
"Dermacoccaceae><wbr>Luteipulveratus><wbr>Luteipulveratus mongoliensis"	"S"	571913	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Luteipulveratus"
"Mycobacteriales><wbr>Corynebacteriaceae><wbr>Corynebacterium"	"G"	1716	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae"
"Corynebacterium durum"	"S"	61592	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium tuberculostearicum"	"S"	38304	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
